"BehaviorSpace results (NetLogo 7.0.3)","Table version 2.0"
"Granovetter's_threshold_model_of_collective_behaviour.nlogo"
"diversity-effect"
"05/25/2026 20:16:35:455 +0900"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","network","threshold-distribution","number-of-agents","mean-threshold","sd-threshold","[step]","final-proportion","ticks"
"1356","fully connected","normal","100","25","68","0","0","0"
"1356","fully connected","normal","100","25","68","1","47","1"
"1357","fully connected","normal","100","25","68","0","0","0"
"1356","fully connected","normal","100","25","68","2","67","2"
"1357","fully connected","normal","100","25","68","1","48","1"
"1356","fully connected","normal","100","25","68","3","74","3"
"1358","fully connected","normal","100","25","68","0","0","0"
"1357","fully connected","normal","100","25","68","2","73","2"
"1356","fully connected","normal","100","25","68","4","76","4"
"1357","fully connected","normal","100","25","68","3","79","3"
"1359","fully connected","normal","100","25","68","0","0","0"
"1358","fully connected","normal","100","25","68","1","54","1"
"1357","fully connected","normal","100","25","68","4","85","4"
"1359","fully connected","normal","100","25","68","1","52","1"
"1358","fully connected","normal","100","25","68","2","75","2"
"1357","fully connected","normal","100","25","68","5","86","5"
"1359","fully connected","normal","100","25","68","2","74","2"
"1358","fully connected","normal","100","25","68","3","79","3"
"1360","fully connected","normal","100","25","68","0","0","0"
"1359","fully connected","normal","100","25","68","3","82","3"
"1360","fully connected","normal","100","25","68","1","44","1"
"1360","fully connected","normal","100","25","68","2","64","2"
"1360","fully connected","normal","100","25","68","3","71","3"
"1361","fully connected","normal","100","25","69","0","0","0"
"1361","fully connected","normal","100","25","69","1","52","1"
"1362","fully connected","normal","100","25","69","0","0","0"
"1228","fully connected","normal","100","25","62","5","76","5"
"1364","fully connected","normal","100","25","69","0","0","0"
"1363","fully connected","normal","100","25","69","0","0","0"
"1365","fully connected","normal","100","25","69","0","0","0"
"1361","fully connected","normal","100","25","69","2","72","2"
"1362","fully connected","normal","100","25","69","1","46","1"
"1364","fully connected","normal","100","25","69","1","41","1"
"1363","fully connected","normal","100","25","69","1","40","1"
"1365","fully connected","normal","100","25","69","1","48","1"
"1361","fully connected","normal","100","25","69","3","77","3"
"1364","fully connected","normal","100","25","69","2","62","2"
"1362","fully connected","normal","100","25","69","2","59","2"
"1363","fully connected","normal","100","25","69","2","52","2"
"1365","fully connected","normal","100","25","69","2","70","2"
"1362","fully connected","normal","100","25","69","3","72","3"
"1364","fully connected","normal","100","25","69","3","63","3"
"1365","fully connected","normal","100","25","69","3","77","3"
"1363","fully connected","normal","100","25","69","3","55","3"
"1362","fully connected","normal","100","25","69","4","75","4"
"1365","fully connected","normal","100","25","69","4","79","4"
"1363","fully connected","normal","100","25","69","4","56","4"
"1363","fully connected","normal","100","25","69","5","57","5"
"1366","fully connected","normal","100","25","69","0","0","0"
"1363","fully connected","normal","100","25","69","6","58","6"
"1366","fully connected","normal","100","25","69","1","52","1"
"1363","fully connected","normal","100","25","69","7","59","7"
"1366","fully connected","normal","100","25","69","2","73","2"
"1363","fully connected","normal","100","25","69","8","62","8"
"1366","fully connected","normal","100","25","69","3","78","3"
"1363","fully connected","normal","100","25","69","9","63","9"
"1366","fully connected","normal","100","25","69","4","80","4"
"1366","fully connected","normal","100","25","69","5","81","5"
"1367","fully connected","normal","100","25","69","0","0","0"
"1368","fully connected","normal","100","25","69","0","0","0"
"1369","fully connected","normal","100","25","69","0","0","0"
"1370","fully connected","normal","100","25","69","0","0","0"
"1367","fully connected","normal","100","25","69","1","57","1"
"1368","fully connected","normal","100","25","69","1","45","1"
"1369","fully connected","normal","100","25","69","1","51","1"
"1367","fully connected","normal","100","25","69","2","76","2"
"1370","fully connected","normal","100","25","69","1","57","1"
"1369","fully connected","normal","100","25","69","2","68","2"
"1368","fully connected","normal","100","25","69","2","60","2"
"1367","fully connected","normal","100","25","69","3","83","3"
"1370","fully connected","normal","100","25","69","2","73","2"
"1369","fully connected","normal","100","25","69","3","73","3"
"1368","fully connected","normal","100","25","69","3","64","3"
"1370","fully connected","normal","100","25","69","3","76","3"
"1367","fully connected","normal","100","25","69","4","85","4"
"1368","fully connected","normal","100","25","69","4","68","4"
"1367","fully connected","normal","100","25","69","5","87","5"
"1368","fully connected","normal","100","25","69","5","70","5"
"1367","fully connected","normal","100","25","69","6","89","6"
"1367","fully connected","normal","100","25","69","7","90","7"
"1368","fully connected","normal","100","25","69","6","71","6"
"1371","fully connected","normal","100","25","69","0","0","0"
"1371","fully connected","normal","100","25","69","1","46","1"
"1371","fully connected","normal","100","25","69","2","61","2"
"1374","fully connected","normal","100","25","69","0","0","0"
"1372","fully connected","normal","100","25","69","0","0","0"
"1374","fully connected","normal","100","25","69","1","58","1"
"1371","fully connected","normal","100","25","69","3","68","3"
"1372","fully connected","normal","100","25","69","1","54","1"
"1371","fully connected","normal","100","25","69","4","70","4"
"1374","fully connected","normal","100","25","69","2","76","2"
"1372","fully connected","normal","100","25","69","2","73","2"
"1374","fully connected","normal","100","25","69","3","83","3"
"1371","fully connected","normal","100","25","69","5","71","5"
"1372","fully connected","normal","100","25","69","3","76","3"
"1372","fully connected","normal","100","25","69","4","77","4"
"1372","fully connected","normal","100","25","69","5","78","5"
"1376","fully connected","normal","100","25","69","0","0","0"
"1376","fully connected","normal","100","25","69","1","41","1"
"1376","fully connected","normal","100","25","69","2","54","2"
"1376","fully connected","normal","100","25","69","3","64","3"
"1376","fully connected","normal","100","25","69","4","66","4"
"1375","fully connected","normal","100","25","69","0","0","0"
"1375","fully connected","normal","100","25","69","1","52","1"
"1375","fully connected","normal","100","25","69","2","74","2"
"1375","fully connected","normal","100","25","69","3","81","3"
"1375","fully connected","normal","100","25","69","4","84","4"
"1375","fully connected","normal","100","25","69","5","85","5"
"1375","fully connected","normal","100","25","69","6","86","6"
"1377","fully connected","normal","100","25","69","0","0","0"
"1378","fully connected","normal","100","25","69","0","0","0"
"1377","fully connected","normal","100","25","69","1","48","1"
"1378","fully connected","normal","100","25","69","1","47","1"
"1377","fully connected","normal","100","25","69","2","65","2"
"1379","fully connected","normal","100","25","69","0","0","0"
"1378","fully connected","normal","100","25","69","2","70","2"
"1377","fully connected","normal","100","25","69","3","67","3"
"1379","fully connected","normal","100","25","69","1","49","1"
"1377","fully connected","normal","100","25","69","4","68","4"
"1378","fully connected","normal","100","25","69","3","78","3"
"1379","fully connected","normal","100","25","69","2","64","2"
"1379","fully connected","normal","100","25","69","3","73","3"
"1379","fully connected","normal","100","25","69","4","76","4"
"1380","fully connected","normal","100","25","69","0","0","0"
"1380","fully connected","normal","100","25","69","1","42","1"
"1380","fully connected","normal","100","25","69","2","67","2"
"1380","fully connected","normal","100","25","69","3","76","3"
"1380","fully connected","normal","100","25","69","4","78","4"
"1380","fully connected","normal","100","25","69","5","81","5"
"1381","fully connected","normal","100","25","70","0","0","0"
"1381","fully connected","normal","100","25","70","1","49","1"
"1381","fully connected","normal","100","25","70","2","69","2"
"1381","fully connected","normal","100","25","70","3","71","3"
"1383","fully connected","normal","100","25","70","0","0","0"
"1382","fully connected","normal","100","25","70","0","0","0"
"1383","fully connected","normal","100","25","70","1","48","1"
"1382","fully connected","normal","100","25","70","1","47","1"
"1383","fully connected","normal","100","25","70","2","70","2"
"1382","fully connected","normal","100","25","70","2","65","2"
"1383","fully connected","normal","100","25","70","3","76","3"
"1384","fully connected","normal","100","25","70","0","0","0"
"1382","fully connected","normal","100","25","70","3","67","3"
"1383","fully connected","normal","100","25","70","4","79","4"
"1384","fully connected","normal","100","25","70","1","37","1"
"1382","fully connected","normal","100","25","70","4","70","4"
"1383","fully connected","normal","100","25","70","5","80","5"
"1384","fully connected","normal","100","25","70","2","52","2"
"1383","fully connected","normal","100","25","70","6","82","6"
"1382","fully connected","normal","100","25","70","5","72","5"
"1384","fully connected","normal","100","25","70","3","64","3"
"1382","fully connected","normal","100","25","70","6","74","6"
"1383","fully connected","normal","100","25","70","7","83","7"
"1384","fully connected","normal","100","25","70","4","71","4"
"1382","fully connected","normal","100","25","70","7","76","7"
"1382","fully connected","normal","100","25","70","8","77","8"
"1385","fully connected","normal","100","25","70","0","0","0"
"1385","fully connected","normal","100","25","70","1","55","1"
"1385","fully connected","normal","100","25","70","2","67","2"
"1385","fully connected","normal","100","25","70","3","72","3"
"1385","fully connected","normal","100","25","70","4","74","4"
"1385","fully connected","normal","100","25","70","5","75","5"
"1385","fully connected","normal","100","25","70","6","76","6"
"1386","fully connected","normal","100","25","70","0","0","0"
"1386","fully connected","normal","100","25","70","1","37","1"
"1386","fully connected","normal","100","25","70","2","50","2"
"1386","fully connected","normal","100","25","70","3","55","3"
"1386","fully connected","normal","100","25","70","4","59","4"
"1386","fully connected","normal","100","25","70","5","60","5"
"1388","fully connected","normal","100","25","70","0","0","0"
"1387","fully connected","normal","100","25","70","0","0","0"
"1388","fully connected","normal","100","25","70","1","41","1"
"1387","fully connected","normal","100","25","70","1","40","1"
"1389","fully connected","normal","100","25","70","0","0","0"
"1388","fully connected","normal","100","25","70","2","55","2"
"1387","fully connected","normal","100","25","70","2","59","2"
"1389","fully connected","normal","100","25","70","1","54","1"
"1388","fully connected","normal","100","25","70","3","67","3"
"1387","fully connected","normal","100","25","70","3","62","3"
"1388","fully connected","normal","100","25","70","4","75","4"
"1389","fully connected","normal","100","25","70","2","73","2"
"1387","fully connected","normal","100","25","70","4","64","4"
"1388","fully connected","normal","100","25","70","5","80","5"
"1389","fully connected","normal","100","25","70","3","75","3"
"1388","fully connected","normal","100","25","70","6","84","6"
"1389","fully connected","normal","100","25","70","4","77","4"
"1388","fully connected","normal","100","25","70","7","87","7"
"1390","fully connected","normal","100","25","70","0","0","0"
"1390","fully connected","normal","100","25","70","1","59","1"
"1390","fully connected","normal","100","25","70","2","79","2"
"1390","fully connected","normal","100","25","70","3","84","3"
"1390","fully connected","normal","100","25","70","4","85","4"
"1390","fully connected","normal","100","25","70","5","86","5"
"1391","fully connected","normal","100","25","70","0","0","0"
"1391","fully connected","normal","100","25","70","1","52","1"
"1391","fully connected","normal","100","25","70","2","70","2"
"1391","fully connected","normal","100","25","70","3","72","3"
"1391","fully connected","normal","100","25","70","4","74","4"
"1392","fully connected","normal","100","25","70","0","0","0"
"1393","fully connected","normal","100","25","70","0","0","0"
"1392","fully connected","normal","100","25","70","1","50","1"
"1394","fully connected","normal","100","25","70","0","0","0"
"1393","fully connected","normal","100","25","70","1","40","1"
"1392","fully connected","normal","100","25","70","2","78","2"
"1394","fully connected","normal","100","25","70","1","46","1"
"1393","fully connected","normal","100","25","70","2","56","2"
"1392","fully connected","normal","100","25","70","3","84","3"
"1394","fully connected","normal","100","25","70","2","68","2"
"1393","fully connected","normal","100","25","70","3","61","3"
"1392","fully connected","normal","100","25","70","4","86","4"
"1394","fully connected","normal","100","25","70","3","75","3"
"1393","fully connected","normal","100","25","70","4","68","4"
"1394","fully connected","normal","100","25","70","4","76","4"
"1393","fully connected","normal","100","25","70","5","69","5"
"1394","fully connected","normal","100","25","70","5","77","5"
"1395","fully connected","normal","100","25","70","0","0","0"
"1395","fully connected","normal","100","25","70","1","53","1"
"1395","fully connected","normal","100","25","70","2","75","2"
"1395","fully connected","normal","100","25","70","3","79","3"
"1395","fully connected","normal","100","25","70","4","82","4"
"1395","fully connected","normal","100","25","70","5","83","5"
"1395","fully connected","normal","100","25","70","6","84","6"
"1396","fully connected","normal","100","25","70","0","0","0"
"1396","fully connected","normal","100","25","70","1","51","1"
"1396","fully connected","normal","100","25","70","2","74","2"
"1396","fully connected","normal","100","25","70","3","78","3"
"1396","fully connected","normal","100","25","70","4","80","4"
"1396","fully connected","normal","100","25","70","5","81","5"
"1397","fully connected","normal","100","25","70","0","0","0"
"1397","fully connected","normal","100","25","70","1","50","1"
"1398","fully connected","normal","100","25","70","0","0","0"
"1397","fully connected","normal","100","25","70","2","71","2"
"1398","fully connected","normal","100","25","70","1","53","1"
"1399","fully connected","normal","100","25","70","0","0","0"
"1397","fully connected","normal","100","25","70","3","78","3"
"1398","fully connected","normal","100","25","70","2","68","2"
"1399","fully connected","normal","100","25","70","1","53","1"
"1397","fully connected","normal","100","25","70","4","82","4"
"1398","fully connected","normal","100","25","70","3","72","3"
"1399","fully connected","normal","100","25","70","2","72","2"
"1398","fully connected","normal","100","25","70","4","76","4"
"1399","fully connected","normal","100","25","70","3","77","3"
"1399","fully connected","normal","100","25","70","4","80","4"
"1399","fully connected","normal","100","25","70","5","82","5"
"1228","fully connected","normal","100","25","62","6","77","6"
"1400","fully connected","normal","100","25","70","0","0","0"
"1400","fully connected","normal","100","25","70","1","53","1"
"1400","fully connected","normal","100","25","70","2","69","2"
"1400","fully connected","normal","100","25","70","3","76","3"
"1401","fully connected","normal","100","25","71","0","0","0"
"1401","fully connected","normal","100","25","71","1","50","1"
"1401","fully connected","normal","100","25","71","2","74","2"
"1401","fully connected","normal","100","25","71","3","82","3"
"1401","fully connected","normal","100","25","71","4","83","4"
"1403","fully connected","normal","100","25","71","0","0","0"
"1403","fully connected","normal","100","25","71","1","55","1"
"1402","fully connected","normal","100","25","71","0","0","0"
"1403","fully connected","normal","100","25","71","2","77","2"
"1402","fully connected","normal","100","25","71","1","52","1"
"1403","fully connected","normal","100","25","71","3","83","3"
"1402","fully connected","normal","100","25","71","2","72","2"
"1404","fully connected","normal","100","25","71","0","0","0"
"1404","fully connected","normal","100","25","71","1","45","1"
"1402","fully connected","normal","100","25","71","3","83","3"
"1404","fully connected","normal","100","25","71","2","68","2"
"1402","fully connected","normal","100","25","71","4","84","4"
"1404","fully connected","normal","100","25","71","3","73","3"
"1404","fully connected","normal","100","25","71","4","74","4"
"1406","fully connected","normal","100","25","71","0","0","0"
"1407","fully connected","normal","100","25","71","0","0","0"
"1406","fully connected","normal","100","25","71","1","53","1"
"1407","fully connected","normal","100","25","71","1","47","1"
"1406","fully connected","normal","100","25","71","2","69","2"
"1407","fully connected","normal","100","25","71","2","72","2"
"1406","fully connected","normal","100","25","71","3","70","3"
"1407","fully connected","normal","100","25","71","3","81","3"
"1373","fully connected","normal","100","25","69","0","0","0"
"1373","fully connected","normal","100","25","69","1","37","1"
"1408","fully connected","normal","100","25","71","0","0","0"
"1373","fully connected","normal","100","25","69","2","50","2"
"1409","fully connected","normal","100","25","71","0","0","0"
"1408","fully connected","normal","100","25","71","1","53","1"
"1373","fully connected","normal","100","25","69","3","60","3"
"1410","fully connected","normal","100","25","71","0","0","0"
"1409","fully connected","normal","100","25","71","1","36","1"
"1408","fully connected","normal","100","25","71","2","71","2"
"1373","fully connected","normal","100","25","69","4","64","4"
"1410","fully connected","normal","100","25","71","1","51","1"
"1409","fully connected","normal","100","25","71","2","54","2"
"1410","fully connected","normal","100","25","71","2","68","2"
"1409","fully connected","normal","100","25","71","3","66","3"
"1373","fully connected","normal","100","25","69","5","69","5"
"1410","fully connected","normal","100","25","71","3","77","3"
"1373","fully connected","normal","100","25","69","6","72","6"
"1409","fully connected","normal","100","25","71","4","73","4"
"1409","fully connected","normal","100","25","71","5","76","5"
"1410","fully connected","normal","100","25","71","4","81","4"
"1409","fully connected","normal","100","25","71","6","77","6"
"1412","fully connected","normal","100","25","71","0","0","0"
"1412","fully connected","normal","100","25","71","1","45","1"
"1412","fully connected","normal","100","25","71","2","67","2"
"1412","fully connected","normal","100","25","71","3","73","3"
"1411","fully connected","normal","100","25","71","0","0","0"
"1411","fully connected","normal","100","25","71","1","43","1"
"1411","fully connected","normal","100","25","71","2","68","2"
"1411","fully connected","normal","100","25","71","3","76","3"
"1411","fully connected","normal","100","25","71","4","77","4"
"1413","fully connected","normal","100","25","71","0","0","0"
"1413","fully connected","normal","100","25","71","1","52","1"
"1413","fully connected","normal","100","25","71","2","76","2"
"1414","fully connected","normal","100","25","71","0","0","0"
"1413","fully connected","normal","100","25","71","3","82","3"
"1414","fully connected","normal","100","25","71","1","43","1"
"1415","fully connected","normal","100","25","71","0","0","0"
"1413","fully connected","normal","100","25","71","4","83","4"
"1414","fully connected","normal","100","25","71","2","58","2"
"1415","fully connected","normal","100","25","71","1","49","1"
"1414","fully connected","normal","100","25","71","3","63","3"
"1415","fully connected","normal","100","25","71","2","68","2"
"1414","fully connected","normal","100","25","71","4","65","4"
"1415","fully connected","normal","100","25","71","3","72","3"
"1416","fully connected","normal","100","25","71","0","0","0"
"1416","fully connected","normal","100","25","71","1","52","1"
"1416","fully connected","normal","100","25","71","2","75","2"
"1416","fully connected","normal","100","25","71","3","78","3"
"1416","fully connected","normal","100","25","71","4","79","4"
"1417","fully connected","normal","100","25","71","0","0","0"
"1417","fully connected","normal","100","25","71","1","61","1"
"1417","fully connected","normal","100","25","71","2","81","2"
"1417","fully connected","normal","100","25","71","3","83","3"
"1418","fully connected","normal","100","25","71","0","0","0"
"1418","fully connected","normal","100","25","71","1","53","1"
"1418","fully connected","normal","100","25","71","2","67","2"
"1419","fully connected","normal","100","25","71","0","0","0"
"1418","fully connected","normal","100","25","71","3","71","3"
"1420","fully connected","normal","100","25","71","0","0","0"
"1419","fully connected","normal","100","25","71","1","54","1"
"1418","fully connected","normal","100","25","71","4","73","4"
"1420","fully connected","normal","100","25","71","1","54","1"
"1419","fully connected","normal","100","25","71","2","73","2"
"1419","fully connected","normal","100","25","71","3","76","3"
"1420","fully connected","normal","100","25","71","2","68","2"
"1419","fully connected","normal","100","25","71","4","77","4"
"1420","fully connected","normal","100","25","71","3","70","3"
"1419","fully connected","normal","100","25","71","5","81","5"
"1420","fully connected","normal","100","25","71","4","71","4"
"1421","fully connected","normal","100","25","72","0","0","0"
"1421","fully connected","normal","100","25","72","1","49","1"
"1421","fully connected","normal","100","25","72","2","75","2"
"1421","fully connected","normal","100","25","72","3","83","3"
"1422","fully connected","normal","100","25","72","0","0","0"
"1422","fully connected","normal","100","25","72","1","43","1"
"1422","fully connected","normal","100","25","72","2","68","2"
"1422","fully connected","normal","100","25","72","3","72","3"
"1422","fully connected","normal","100","25","72","4","74","4"
"1422","fully connected","normal","100","25","72","5","75","5"
"1423","fully connected","normal","100","25","72","0","0","0"
"1423","fully connected","normal","100","25","72","1","51","1"
"1423","fully connected","normal","100","25","72","2","65","2"
"1423","fully connected","normal","100","25","72","3","68","3"
"1423","fully connected","normal","100","25","72","4","70","4"
"1424","fully connected","normal","100","25","72","0","0","0"
"1425","fully connected","normal","100","25","72","0","0","0"
"1423","fully connected","normal","100","25","72","5","72","5"
"1425","fully connected","normal","100","25","72","1","48","1"
"1424","fully connected","normal","100","25","72","1","59","1"
"1423","fully connected","normal","100","25","72","6","73","6"
"1425","fully connected","normal","100","25","72","2","63","2"
"1424","fully connected","normal","100","25","72","2","74","2"
"1425","fully connected","normal","100","25","72","3","68","3"
"1426","fully connected","normal","100","25","72","0","0","0"
"1424","fully connected","normal","100","25","72","3","77","3"
"1426","fully connected","normal","100","25","72","1","40","1"
"1425","fully connected","normal","100","25","72","4","69","4"
"1426","fully connected","normal","100","25","72","2","66","2"
"1426","fully connected","normal","100","25","72","3","73","3"
"1426","fully connected","normal","100","25","72","4","76","4"
"1427","fully connected","normal","100","25","72","0","0","0"
"1427","fully connected","normal","100","25","72","1","42","1"
"1427","fully connected","normal","100","25","72","2","61","2"
"1427","fully connected","normal","100","25","72","3","64","3"
"1427","fully connected","normal","100","25","72","4","67","4"
"1405","fully connected","normal","100","25","71","0","0","0"
"1428","fully connected","normal","100","25","72","0","0","0"
"1428","fully connected","normal","100","25","72","1","37","1"
"1428","fully connected","normal","100","25","72","2","64","2"
"1429","fully connected","normal","100","25","72","0","0","0"
"1430","fully connected","normal","100","25","72","0","0","0"
"1428","fully connected","normal","100","25","72","3","73","3"
"1429","fully connected","normal","100","25","72","1","52","1"
"1428","fully connected","normal","100","25","72","4","76","4"
"1430","fully connected","normal","100","25","72","1","54","1"
"1429","fully connected","normal","100","25","72","2","73","2"
"1428","fully connected","normal","100","25","72","5","78","5"
"1430","fully connected","normal","100","25","72","2","73","2"
"1429","fully connected","normal","100","25","72","3","78","3"
"1430","fully connected","normal","100","25","72","3","81","3"
"1429","fully connected","normal","100","25","72","4","79","4"
"1430","fully connected","normal","100","25","72","4","84","4"
"1431","fully connected","normal","100","25","72","0","0","0"
"1431","fully connected","normal","100","25","72","1","46","1"
"1431","fully connected","normal","100","25","72","2","62","2"
"1431","fully connected","normal","100","25","72","3","68","3"
"1432","fully connected","normal","100","25","72","0","0","0"
"1432","fully connected","normal","100","25","72","1","52","1"
"1432","fully connected","normal","100","25","72","2","79","2"
"1432","fully connected","normal","100","25","72","3","86","3"
"1433","fully connected","normal","100","25","72","0","0","0"
"1433","fully connected","normal","100","25","72","1","45","1"
"1433","fully connected","normal","100","25","72","2","63","2"
"1434","fully connected","normal","100","25","72","0","0","0"
"1433","fully connected","normal","100","25","72","3","76","3"
"1434","fully connected","normal","100","25","72","1","59","1"
"1433","fully connected","normal","100","25","72","4","85","4"
"1434","fully connected","normal","100","25","72","2","75","2"
"1435","fully connected","normal","100","25","72","0","0","0"
"1434","fully connected","normal","100","25","72","3","81","3"
"1435","fully connected","normal","100","25","72","1","48","1"
"1434","fully connected","normal","100","25","72","4","82","4"
"1436","fully connected","normal","100","25","72","0","0","0"
"1435","fully connected","normal","100","25","72","2","73","2"
"1436","fully connected","normal","100","25","72","1","57","1"
"1435","fully connected","normal","100","25","72","3","80","3"
"1436","fully connected","normal","100","25","72","2","74","2"
"1435","fully connected","normal","100","25","72","4","81","4"
"1435","fully connected","normal","100","25","72","5","83","5"
"1436","fully connected","normal","100","25","72","3","77","3"
"1437","fully connected","normal","100","25","72","0","0","0"
"1437","fully connected","normal","100","25","72","1","49","1"
"1437","fully connected","normal","100","25","72","2","69","2"
"1437","fully connected","normal","100","25","72","3","72","3"
"1438","fully connected","normal","100","25","72","0","0","0"
"1438","fully connected","normal","100","25","72","1","50","1"
"1438","fully connected","normal","100","25","72","2","68","2"
"1438","fully connected","normal","100","25","72","3","74","3"
"1438","fully connected","normal","100","25","72","4","75","4"
"1439","fully connected","normal","100","25","72","0","0","0"
"1439","fully connected","normal","100","25","72","1","49","1"
"1439","fully connected","normal","100","25","72","2","71","2"
"1439","fully connected","normal","100","25","72","3","82","3"
"1440","fully connected","normal","100","25","72","0","0","0"
"1441","fully connected","normal","100","25","73","0","0","0"
"1439","fully connected","normal","100","25","72","4","85","4"
"1440","fully connected","normal","100","25","72","1","53","1"
"1441","fully connected","normal","100","25","73","1","54","1"
"1440","fully connected","normal","100","25","72","2","67","2"
"1440","fully connected","normal","100","25","72","3","69","3"
"1441","fully connected","normal","100","25","73","2","70","2"
"1440","fully connected","normal","100","25","72","4","70","4"
"1442","fully connected","normal","100","25","73","0","0","0"
"1442","fully connected","normal","100","25","73","1","49","1"
"1442","fully connected","normal","100","25","73","2","66","2"
"1442","fully connected","normal","100","25","73","3","72","3"
"1442","fully connected","normal","100","25","73","4","76","4"
"1442","fully connected","normal","100","25","73","5","79","5"
"1442","fully connected","normal","100","25","73","6","80","6"
"1443","fully connected","normal","100","25","73","0","0","0"
"1443","fully connected","normal","100","25","73","1","51","1"
"1443","fully connected","normal","100","25","73","2","66","2"
"1443","fully connected","normal","100","25","73","3","71","3"
"1444","fully connected","normal","100","25","73","0","0","0"
"1444","fully connected","normal","100","25","73","1","53","1"
"1445","fully connected","normal","100","25","73","0","0","0"
"1444","fully connected","normal","100","25","73","2","72","2"
"1445","fully connected","normal","100","25","73","1","46","1"
"1446","fully connected","normal","100","25","73","0","0","0"
"1444","fully connected","normal","100","25","73","3","80","3"
"1445","fully connected","normal","100","25","73","2","64","2"
"1446","fully connected","normal","100","25","73","1","57","1"
"1444","fully connected","normal","100","25","73","4","81","4"
"1445","fully connected","normal","100","25","73","3","69","3"
"1446","fully connected","normal","100","25","73","2","78","2"
"1445","fully connected","normal","100","25","73","4","72","4"
"1446","fully connected","normal","100","25","73","3","82","3"
"1446","fully connected","normal","100","25","73","4","84","4"
"1447","fully connected","normal","100","25","73","0","0","0"
"1408","fully connected","normal","100","25","71","3","76","3"
"1447","fully connected","normal","100","25","73","1","50","1"
"1408","fully connected","normal","100","25","71","4","78","4"
"1447","fully connected","normal","100","25","73","2","65","2"
"1408","fully connected","normal","100","25","71","5","80","5"
"1447","fully connected","normal","100","25","73","3","69","3"
"1447","fully connected","normal","100","25","73","4","70","4"
"1448","fully connected","normal","100","25","73","0","0","0"
"1448","fully connected","normal","100","25","73","1","45","1"
"1448","fully connected","normal","100","25","73","2","67","2"
"1448","fully connected","normal","100","25","73","3","71","3"
"1450","fully connected","normal","100","25","73","0","0","0"
"1449","fully connected","normal","100","25","73","0","0","0"
"1450","fully connected","normal","100","25","73","1","55","1"
"1451","fully connected","normal","100","25","73","0","0","0"
"1451","fully connected","normal","100","25","73","1","43","1"
"1449","fully connected","normal","100","25","73","1","38","1"
"1450","fully connected","normal","100","25","73","2","74","2"
"1449","fully connected","normal","100","25","73","2","52","2"
"1450","fully connected","normal","100","25","73","3","77","3"
"1451","fully connected","normal","100","25","73","2","61","2"
"1450","fully connected","normal","100","25","73","4","79","4"
"1449","fully connected","normal","100","25","73","3","67","3"
"1451","fully connected","normal","100","25","73","3","65","3"
"1449","fully connected","normal","100","25","73","4","75","4"
"1451","fully connected","normal","100","25","73","4","67","4"
"1449","fully connected","normal","100","25","73","5","79","5"
"1449","fully connected","normal","100","25","73","6","81","6"
"1449","fully connected","normal","100","25","73","7","82","7"
"1405","fully connected","normal","100","25","71","1","45","1"
"1452","fully connected","normal","100","25","73","0","0","0"
"1452","fully connected","normal","100","25","73","1","55","1"
"1453","fully connected","normal","100","25","73","0","0","0"
"1452","fully connected","normal","100","25","73","2","72","2"
"1452","fully connected","normal","100","25","73","3","76","3"
"1453","fully connected","normal","100","25","73","1","45","1"
"1453","fully connected","normal","100","25","73","2","69","2"
"1453","fully connected","normal","100","25","73","3","79","3"
"1453","fully connected","normal","100","25","73","4","80","4"
"1454","fully connected","normal","100","25","73","0","0","0"
"1454","fully connected","normal","100","25","73","1","52","1"
"1454","fully connected","normal","100","25","73","2","60","2"
"1454","fully connected","normal","100","25","73","3","66","3"
"1454","fully connected","normal","100","25","73","4","71","4"
"1455","fully connected","normal","100","25","73","0","0","0"
"1456","fully connected","normal","100","25","73","0","0","0"
"1455","fully connected","normal","100","25","73","1","56","1"
"1456","fully connected","normal","100","25","73","1","49","1"
"1455","fully connected","normal","100","25","73","2","70","2"
"1456","fully connected","normal","100","25","73","2","70","2"
"1456","fully connected","normal","100","25","73","3","73","3"
"1455","fully connected","normal","100","25","73","3","76","3"
"1455","fully connected","normal","100","25","73","4","78","4"
"1458","fully connected","normal","100","25","73","0","0","0"
"1458","fully connected","normal","100","25","73","1","48","1"
"1458","fully connected","normal","100","25","73","2","70","2"
"1459","fully connected","normal","100","25","73","0","0","0"
"1457","fully connected","normal","100","25","73","0","0","0"
"1458","fully connected","normal","100","25","73","3","78","3"
"1459","fully connected","normal","100","25","73","1","44","1"
"1458","fully connected","normal","100","25","73","4","81","4"
"1457","fully connected","normal","100","25","73","1","53","1"
"1459","fully connected","normal","100","25","73","2","57","2"
"1458","fully connected","normal","100","25","73","5","82","5"
"1457","fully connected","normal","100","25","73","2","68","2"
"1459","fully connected","normal","100","25","73","3","62","3"
"1457","fully connected","normal","100","25","73","3","74","3"
"1459","fully connected","normal","100","25","73","4","66","4"
"1457","fully connected","normal","100","25","73","4","76","4"
"1459","fully connected","normal","100","25","73","5","68","5"
"1457","fully connected","normal","100","25","73","5","77","5"
"1460","fully connected","normal","100","25","73","0","0","0"
"1460","fully connected","normal","100","25","73","1","49","1"
"1460","fully connected","normal","100","25","73","2","73","2"
"1460","fully connected","normal","100","25","73","3","78","3"
"1460","fully connected","normal","100","25","73","4","81","4"
"1461","fully connected","normal","100","25","74","0","0","0"
