"BehaviorSpace results (NetLogo 7.0.3)","Table version 2.0"
"Granovetter's_threshold_model_of_collective_behaviour.nlogo"
"mean-effect"
"05/25/2026 19:52:47:781 +0900"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","network","threshold-distribution","number-of-agents","sd-threshold","mean-threshold","[step]","final-proportion","ticks"
"1629","fully connected","normal","100","20","55","0","0","0"
"1628","fully connected","normal","100","20","55","0","0","0"
"1628","fully connected","normal","100","20","55","1","1","1"
"1630","fully connected","normal","100","20","55","0","0","0"
"1631","fully connected","normal","100","20","55","0","0","0"
"1632","fully connected","normal","100","20","55","0","0","0"
"1633","fully connected","normal","100","20","55","0","0","0"
"1634","fully connected","normal","100","20","55","0","0","0"
"1635","fully connected","normal","100","20","55","0","0","0"
"1635","fully connected","normal","100","20","55","1","1","1"
"1636","fully connected","normal","100","20","55","0","0","0"
"1637","fully connected","normal","100","20","55","0","0","0"
"1638","fully connected","normal","100","20","55","0","0","0"
"1639","fully connected","normal","100","20","55","0","0","0"
"1639","fully connected","normal","100","20","55","1","1","1"
"1640","fully connected","normal","100","20","55","0","0","0"
"1641","fully connected","normal","100","20","55","0","0","0"
"1641","fully connected","normal","100","20","55","1","1","1"
"1642","fully connected","normal","100","20","55","0","0","0"
"1642","fully connected","normal","100","20","55","1","1","1"
"1643","fully connected","normal","100","20","55","0","0","0"
"1644","fully connected","normal","100","20","55","0","0","0"
"1644","fully connected","normal","100","20","55","1","2","1"
"1645","fully connected","normal","100","20","55","0","0","0"
"1646","fully connected","normal","100","20","55","0","0","0"
"1646","fully connected","normal","100","20","55","1","2","1"
"1647","fully connected","normal","100","20","55","0","0","0"
"1646","fully connected","normal","100","20","55","2","3","2"
"1648","fully connected","normal","100","20","55","0","0","0"
"1649","fully connected","normal","100","20","55","0","0","0"
"1649","fully connected","normal","100","20","55","1","1","1"
"1650","fully connected","normal","100","20","55","0","0","0"
"1651","fully connected","normal","100","20","56","0","0","0"
"1651","fully connected","normal","100","20","56","1","1","1"
"1596","fully connected","normal","100","20","54","1","3","1"
"1652","fully connected","normal","100","20","56","0","0","0"
"1653","fully connected","normal","100","20","56","0","0","0"
"1652","fully connected","normal","100","20","56","1","1","1"
"1654","fully connected","normal","100","20","56","0","0","0"
"1655","fully connected","normal","100","20","56","0","0","0"
"1656","fully connected","normal","100","20","56","0","0","0"
"1659","fully connected","normal","100","20","56","0","0","0"
"1657","fully connected","normal","100","20","56","0","0","0"
"1660","fully connected","normal","100","20","56","0","0","0"
"1663","fully connected","normal","100","20","56","0","0","0"
"1661","fully connected","normal","100","20","56","0","0","0"
"1662","fully connected","normal","100","20","56","0","0","0"
"1661","fully connected","normal","100","20","56","1","1","1"
"1664","fully connected","normal","100","20","56","0","0","0"
"1665","fully connected","normal","100","20","56","0","0","0"
"1665","fully connected","normal","100","20","56","1","1","1"
"1667","fully connected","normal","100","20","56","0","0","0"
"1666","fully connected","normal","100","20","56","0","0","0"
"1669","fully connected","normal","100","20","56","0","0","0"
"1668","fully connected","normal","100","20","56","0","0","0"
"1668","fully connected","normal","100","20","56","1","1","1"
"1670","fully connected","normal","100","20","56","0","0","0"
"1671","fully connected","normal","100","20","56","0","0","0"
"1673","fully connected","normal","100","20","56","0","0","0"
"1672","fully connected","normal","100","20","56","0","0","0"
"1674","fully connected","normal","100","20","56","0","0","0"
"1675","fully connected","normal","100","20","56","0","0","0"
"1677","fully connected","normal","100","20","56","0","0","0"
"1676","fully connected","normal","100","20","56","0","0","0"
"1678","fully connected","normal","100","20","56","0","0","0"
"1679","fully connected","normal","100","20","56","0","0","0"
"1680","fully connected","normal","100","20","56","0","0","0"
"1681","fully connected","normal","100","20","57","0","0","0"
"1682","fully connected","normal","100","20","57","0","0","0"
"1658","fully connected","normal","100","20","56","0","0","0"
"1687","fully connected","normal","100","20","57","0","0","0"
"1685","fully connected","normal","100","20","57","0","0","0"
"1686","fully connected","normal","100","20","57","0","0","0"
"1683","fully connected","normal","100","20","57","0","0","0"
"1684","fully connected","normal","100","20","57","0","0","0"
"1682","fully connected","normal","100","20","57","1","1","1"
"1685","fully connected","normal","100","20","57","1","1","1"
"1684","fully connected","normal","100","20","57","1","1","1"
"1688","fully connected","normal","100","20","57","0","0","0"
"1689","fully connected","normal","100","20","57","0","0","0"
"1692","fully connected","normal","100","20","57","0","0","0"
"1689","fully connected","normal","100","20","57","1","1","1"
"1693","fully connected","normal","100","20","57","0","0","0"
"1690","fully connected","normal","100","20","57","0","0","0"
"1691","fully connected","normal","100","20","57","0","0","0"
"1694","fully connected","normal","100","20","57","0","0","0"
"1696","fully connected","normal","100","20","57","0","0","0"
"1695","fully connected","normal","100","20","57","0","0","0"
"1695","fully connected","normal","100","20","57","1","1","1"
"1697","fully connected","normal","100","20","57","0","0","0"
"1699","fully connected","normal","100","20","57","0","0","0"
"1698","fully connected","normal","100","20","57","0","0","0"
"1700","fully connected","normal","100","20","57","0","0","0"
"1701","fully connected","normal","100","20","57","0","0","0"
"1703","fully connected","normal","100","20","57","0","0","0"
"1702","fully connected","normal","100","20","57","0","0","0"
"1704","fully connected","normal","100","20","57","0","0","0"
"1705","fully connected","normal","100","20","57","0","0","0"
"1706","fully connected","normal","100","20","57","0","0","0"
"1707","fully connected","normal","100","20","57","0","0","0"
"1658","fully connected","normal","100","20","56","1","1","1"
"1709","fully connected","normal","100","20","57","0","0","0"
"1708","fully connected","normal","100","20","57","0","0","0"
"1709","fully connected","normal","100","20","57","1","1","1"
"1710","fully connected","normal","100","20","57","0","0","0"
"1712","fully connected","normal","100","20","58","0","0","0"
"1713","fully connected","normal","100","20","58","0","0","0"
"1711","fully connected","normal","100","20","58","0","0","0"
"1715","fully connected","normal","100","20","58","0","0","0"
"1716","fully connected","normal","100","20","58","0","0","0"
"1717","fully connected","normal","100","20","58","0","0","0"
"1718","fully connected","normal","100","20","58","0","0","0"
"1718","fully connected","normal","100","20","58","1","1","1"
"1721","fully connected","normal","100","20","58","0","0","0"
"1719","fully connected","normal","100","20","58","0","0","0"
"1720","fully connected","normal","100","20","58","0","0","0"
"1721","fully connected","normal","100","20","58","1","1","1"
"1722","fully connected","normal","100","20","58","0","0","0"
"1723","fully connected","normal","100","20","58","0","0","0"
"1724","fully connected","normal","100","20","58","0","0","0"
"1724","fully connected","normal","100","20","58","1","1","1"
"1726","fully connected","normal","100","20","58","0","0","0"
"1727","fully connected","normal","100","20","58","0","0","0"
"1725","fully connected","normal","100","20","58","0","0","0"
"1728","fully connected","normal","100","20","58","0","0","0"
"1729","fully connected","normal","100","20","58","0","0","0"
"1731","fully connected","normal","100","20","58","0","0","0"
"1730","fully connected","normal","100","20","58","0","0","0"
"1732","fully connected","normal","100","20","58","0","0","0"
"1733","fully connected","normal","100","20","58","0","0","0"
"1733","fully connected","normal","100","20","58","1","1","1"
"1734","fully connected","normal","100","20","58","0","0","0"
"1735","fully connected","normal","100","20","58","0","0","0"
"1736","fully connected","normal","100","20","58","0","0","0"
"1737","fully connected","normal","100","20","58","0","0","0"
"1738","fully connected","normal","100","20","58","0","0","0"
"1740","fully connected","normal","100","20","58","0","0","0"
"1714","fully connected","normal","100","20","58","0","0","0"
"1741","fully connected","normal","100","20","59","0","0","0"
"1739","fully connected","normal","100","20","58","0","0","0"
"1742","fully connected","normal","100","20","59","0","0","0"
"1744","fully connected","normal","100","20","59","0","0","0"
"1744","fully connected","normal","100","20","59","1","1","1"
"1743","fully connected","normal","100","20","59","0","0","0"
"1746","fully connected","normal","100","20","59","0","0","0"
"1745","fully connected","normal","100","20","59","0","0","0"
"1748","fully connected","normal","100","20","59","0","0","0"
"1746","fully connected","normal","100","20","59","1","1","1"
"1749","fully connected","normal","100","20","59","0","0","0"
"1749","fully connected","normal","100","20","59","1","1","1"
"1751","fully connected","normal","100","20","59","0","0","0"
"1750","fully connected","normal","100","20","59","0","0","0"
"1752","fully connected","normal","100","20","59","0","0","0"
"1753","fully connected","normal","100","20","59","0","0","0"
"1754","fully connected","normal","100","20","59","0","0","0"
"1755","fully connected","normal","100","20","59","0","0","0"
"1756","fully connected","normal","100","20","59","0","0","0"
"1757","fully connected","normal","100","20","59","0","0","0"
"1759","fully connected","normal","100","20","59","0","0","0"
"1758","fully connected","normal","100","20","59","0","0","0"
"1761","fully connected","normal","100","20","59","0","0","0"
"1760","fully connected","normal","100","20","59","0","0","0"
"1761","fully connected","normal","100","20","59","1","1","1"
"1763","fully connected","normal","100","20","59","0","0","0"
"1762","fully connected","normal","100","20","59","0","0","0"
"1763","fully connected","normal","100","20","59","1","1","1"
"1764","fully connected","normal","100","20","59","0","0","0"
"1765","fully connected","normal","100","20","59","0","0","0"
"1765","fully connected","normal","100","20","59","1","1","1"
"1766","fully connected","normal","100","20","59","0","0","0"
"1767","fully connected","normal","100","20","59","0","0","0"
"1766","fully connected","normal","100","20","59","1","2","1"
"1768","fully connected","normal","100","20","59","0","0","0"
"1768","fully connected","normal","100","20","59","1","1","1"
